filename,sign_id,subject,repetition,sign_name,num_frames
048_002_005.npy,48,2,5,Spaghetti,111
039_004_004.npy,39,4,4,Name,67
050_002_002.npy,50,2,2,Accept,76
010_003_003.npy,10,3,3,Enemy,80
061_007_004.npy,61,7,4,Run,83
055_006_001.npy,55,6,1,Catch,50
031_005_001.npy,31,5,1,Breakfast,88
019_004_001.npy,19,4,1,Bitter,47
009_006_003.npy,9,6,3,Women,75
060_005_003.npy,60,5,3,Copy,67
037_004_004.npy,37,4,4,Ship,61
021_008_004.npy,21,8,4,Milk,109
045_001_003.npy,45,1,3,Barbecue,109
001_003_003.npy,1,3,3,Opaque,74
008_004_002.npy,8,4,2,Pink,45
063_004_002.npy,63,4,2,Give,44
051_008_004.npy,51,8,4,Thanks,119
009_005_004.npy,9,5,4,Women,97
035_006_002.npy,35,6,2,Coin,78
059_007_004.npy,59,7,4,Buy,92
009_009_005.npy,9,9,5,Women,42
053_001_005.npy,53,1,5,Appear,62
060_005_005.npy,60,5,5,Copy,75
005_002_001.npy,5,2,1,Bright,75
047_001_002.npy,47,1,2,Chewing-gum,75
023_007_004.npy,23,7,4,Food,96
026_003_002.npy,26,3,2,Country,63
013_010_005.npy,13,10,5,Away,47
059_003_002.npy,59,3,2,Buy,45
006_006_003.npy,6,6,3,Light-blue,105
047_007_004.npy,47,7,4,Chewing-gum,81
005_009_001.npy,5,9,1,Bright,68
035_008_001.npy,35,8,1,Coin,89
045_007_003.npy,45,7,3,Barbecue,104
056_001_004.npy,56,1,4,Help,100
024_007_005.npy,24,7,5,Argentina,92
012_004_002.npy,12,4,2,Man,140
056_009_001.npy,56,9,1,Help,68
030_007_005.npy,30,7,5,Birthday,114
016_007_002.npy,16,7,2,Learn,90
057_003_002.npy,57,3,2,Dance,129
044_005_004.npy,44,5,4,Rice,70
056_002_002.npy,56,2,2,Help,77
050_010_003.npy,50,10,3,Accept,41
031_008_003.npy,31,8,3,Breakfast,97
058_006_005.npy,58,6,5,Bathe,107
023_007_005.npy,23,7,5,Food,88
064_006_003.npy,64,6,3,Find,82
002_008_005.npy,2,8,5,Red,76
052_004_004.npy,52,4,4,Shut down,44
018_004_001.npy,18,4,1,Skimmer,77
059_002_001.npy,59,2,1,Buy,115
020_002_003.npy,20,2,3,Sweet milk,50
046_008_005.npy,46,8,5,Candy,66
051_009_002.npy,51,9,2,Thanks,89
025_006_003.npy,25,6,3,Uruguay,140
041_009_001.npy,41,9,1,Perfume,89
050_001_004.npy,50,1,4,Accept,88
029_010_002.npy,29,10,2,Mock,90
050_010_002.npy,50,10,2,Accept,64
045_004_005.npy,45,4,5,Barbecue,87
038_006_003.npy,38,6,3,None,77
036_008_004.npy,36,8,4,Music,74
018_003_004.npy,18,3,4,Skimmer,103
022_009_004.npy,22,9,4,Water,73
044_003_002.npy,44,3,2,Rice,73
008_005_004.npy,8,5,4,Pink,57
038_004_002.npy,38,4,2,None,49
043_001_002.npy,43,1,2,Trap,71
011_003_005.npy,11,3,5,Son,76
063_002_003.npy,63,2,3,Give,97
035_008_003.npy,35,8,3,Coin,93
016_001_001.npy,16,1,1,Learn,55
011_004_002.npy,11,4,2,Son,63
035_003_004.npy,35,3,4,Coin,50
063_007_003.npy,63,7,3,Give,65
052_003_001.npy,52,3,1,Shut down,71
046_010_001.npy,46,10,1,Candy,67
021_009_001.npy,21,9,1,Milk,79
048_008_004.npy,48,8,4,Spaghetti,78
003_007_004.npy,3,7,4,Green,55
054_010_002.npy,54,10,2,To land,77
008_006_004.npy,8,6,4,Pink,38
055_005_003.npy,55,5,3,Catch,57
044_003_005.npy,44,3,5,Rice,76
045_008_004.npy,45,8,4,Barbecue,105
008_010_003.npy,8,10,3,Pink,76
012_010_003.npy,12,10,3,Man,84
027_003_002.npy,27,3,2,Last name,54
056_010_003.npy,56,10,3,Help,71
015_001_005.npy,15,1,5,Born,53
011_005_003.npy,11,5,3,Son,62
011_002_001.npy,11,2,1,Son,69
033_008_004.npy,33,8,4,Hungry,92
051_007_004.npy,51,7,4,Thanks,141
002_010_002.npy,2,10,2,Red,115
063_010_005.npy,63,10,5,Give,107
009_001_004.npy,9,1,4,Women,73
061_004_003.npy,61,4,3,Run,64
039_010_003.npy,39,10,3,Name,111
010_010_002.npy,10,10,2,Enemy,51
012_004_004.npy,12,4,4,Man,131
056_004_002.npy,56,4,2,Help,72
052_008_003.npy,52,8,3,Shut down,47
026_005_002.npy,26,5,2,Country,87
031_002_001.npy,31,2,1,Breakfast,103
041_004_002.npy,41,4,2,Perfume,87
024_003_001.npy,24,3,1,Argentina,55
035_002_002.npy,35,2,2,Coin,114
030_006_001.npy,30,6,1,Birthday,116
010_010_001.npy,10,10,1,Enemy,55
033_001_004.npy,33,1,4,Hungry,73
043_007_004.npy,43,7,4,Trap,82
038_002_002.npy,38,2,2,None,82
033_003_001.npy,33,3,1,Hungry,59
002_001_003.npy,2,1,3,Red,61
020_004_005.npy,20,4,5,Sweet milk,94
061_001_004.npy,61,1,4,Run,144
021_005_004.npy,21,5,4,Milk,117
047_002_002.npy,47,2,2,Chewing-gum,78
045_009_003.npy,45,9,3,Barbecue,120
035_007_001.npy,35,7,1,Coin,79
015_009_002.npy,15,9,2,Born,64
009_002_002.npy,9,2,2,Women,68
020_001_002.npy,20,1,2,Sweet milk,62
032_004_001.npy,32,4,1,Photo,86
062_004_004.npy,62,4,4,Realize,51
033_002_002.npy,33,2,2,Hungry,93
042_002_002.npy,42,2,2,Deaf,114
052_006_002.npy,52,6,2,Shut down,79
045_010_004.npy,45,10,4,Barbecue,134
007_001_005.npy,7,1,5,Colors,53
039_008_004.npy,39,8,4,Name,112
011_002_004.npy,11,2,4,Son,63
061_008_003.npy,61,8,3,Run,58
005_008_005.npy,5,8,5,Bright,110
047_001_005.npy,47,1,5,Chewing-gum,97
013_006_003.npy,13,6,3,Away,66
049_006_005.npy,49,6,5,Yogurt,140
002_005_001.npy,2,5,1,Red,82
016_010_002.npy,16,10,2,Learn,49
036_007_004.npy,36,7,4,Music,90
012_002_003.npy,12,2,3,Man,78
049_001_002.npy,49,1,2,Yogurt,141
050_002_001.npy,50,2,1,Accept,66
061_007_005.npy,61,7,5,Run,84
052_002_001.npy,52,2,1,Shut down,61
012_006_004.npy,12,6,4,Man,140
016_005_003.npy,16,5,3,Learn,56
049_009_004.npy,49,9,4,Yogurt,69
053_010_003.npy,53,10,3,Appear,111
055_003_001.npy,55,3,1,Catch,62
035_004_003.npy,35,4,3,Coin,144
029_009_002.npy,29,9,2,Mock,68
040_009_003.npy,40,9,3,Patience,95
006_001_003.npy,6,1,3,Light-blue,103
025_007_003.npy,25,7,3,Uruguay,126
046_006_005.npy,46,6,5,Candy,103
016_003_002.npy,16,3,2,Learn,70
006_008_005.npy,6,8,5,Light-blue,134
027_007_005.npy,27,7,5,Last name,89
015_005_004.npy,15,5,4,Born,43
020_002_005.npy,20,2,5,Sweet milk,51
014_005_002.npy,14,5,2,Drawer,71
062_007_005.npy,62,7,5,Realize,65
042_002_003.npy,42,2,3,Deaf,110
033_006_004.npy,33,6,4,Hungry,109
045_008_001.npy,45,8,1,Barbecue,102
049_004_004.npy,49,4,4,Yogurt,81
026_010_003.npy,26,10,3,Country,79
023_007_001.npy,23,7,1,Food,82
013_009_004.npy,13,9,4,Away,46
049_004_001.npy,49,4,1,Yogurt,105
037_007_002.npy,37,7,2,Ship,85
004_002_001.npy,4,2,1,Yellow,101
010_008_004.npy,10,8,4,Enemy,79
041_006_003.npy,41,6,3,Perfume,184
016_006_005.npy,16,6,5,Learn,75
059_007_001.npy,59,7,1,Buy,58
030_002_002.npy,30,2,2,Birthday,143
011_003_002.npy,11,3,2,Son,65
054_004_002.npy,54,4,2,To land,60
013_003_001.npy,13,3,1,Away,68
055_008_001.npy,55,8,1,Catch,50
033_002_004.npy,33,2,4,Hungry,94
031_004_001.npy,31,4,1,Breakfast,86
004_006_004.npy,4,6,4,Yellow,70
022_006_001.npy,22,6,1,Water,83
037_007_003.npy,37,7,3,Ship,85
004_001_005.npy,4,1,5,Yellow,56
004_006_001.npy,4,6,1,Yellow,66
063_005_002.npy,63,5,2,Give,44
057_001_002.npy,57,1,2,Dance,71
004_005_004.npy,4,5,4,Yellow,58
002_004_005.npy,2,4,5,Red,89
014_003_002.npy,14,3,2,Drawer,88
061_008_001.npy,61,8,1,Run,69
061_002_003.npy,61,2,3,Run,57
047_002_001.npy,47,2,1,Chewing-gum,75
003_002_001.npy,3,2,1,Green,70
018_006_002.npy,18,6,2,Skimmer,85
001_005_004.npy,1,5,4,Opaque,129
007_005_003.npy,7,5,3,Colors,58
024_005_004.npy,24,5,4,Argentina,42
049_005_005.npy,49,5,5,Yogurt,112
057_004_003.npy,57,4,3,Dance,104
042_004_003.npy,42,4,3,Deaf,93
063_009_001.npy,63,9,1,Give,78
033_002_003.npy,33,2,3,Hungry,94
056_007_004.npy,56,7,4,Help,59
048_003_002.npy,48,3,2,Spaghetti,111
051_003_005.npy,51,3,5,Thanks,101
008_003_001.npy,8,3,1,Pink,43
059_005_002.npy,59,5,2,Buy,111
021_010_001.npy,21,10,1,Milk,65
018_010_005.npy,18,10,5,Skimmer,53
030_005_001.npy,30,5,1,Birthday,143
060_004_005.npy,60,4,5,Copy,92
062_004_003.npy,62,4,3,Realize,90
013_008_003.npy,13,8,3,Away,80
059_004_005.npy,59,4,5,Buy,76
012_004_005.npy,12,4,5,Man,140
014_010_001.npy,14,10,1,Drawer,28
064_005_004.npy,64,5,4,Find,36
039_002_001.npy,39,2,1,Name,111
022_002_004.npy,22,2,4,Water,65
043_001_001.npy,43,1,1,Trap,61
049_007_003.npy,49,7,3,Yogurt,113
052_009_001.npy,52,9,1,Shut down,64
021_001_005.npy,21,1,5,Milk,74
038_010_005.npy,38,10,5,None,70
028_008_005.npy,28,8,5,Where,80
046_007_003.npy,46,7,3,Candy,82
004_001_004.npy,4,1,4,Yellow,41
013_006_001.npy,13,6,1,Away,74
047_009_001.npy,47,9,1,Chewing-gum,100
019_010_003.npy,19,10,3,Bitter,49
040_003_003.npy,40,3,3,Patience,95
060_010_003.npy,60,10,3,Copy,114
034_007_001.npy,34,7,1,Map,142
033_008_003.npy,33,8,3,Hungry,93
009_004_001.npy,9,4,1,Women,77
035_001_001.npy,35,1,1,Coin,85
034_007_002.npy,34,7,2,Map,133
019_003_004.npy,19,3,4,Bitter,73
007_001_004.npy,7,1,4,Colors,58
053_007_002.npy,53,7,2,Appear,82
049_002_005.npy,49,2,5,Yogurt,120
006_001_004.npy,6,1,4,Light-blue,92
032_005_005.npy,32,5,5,Photo,88
056_009_004.npy,56,9,4,Help,66
046_008_003.npy,46,8,3,Candy,77
023_007_003.npy,23,7,3,Food,116
017_010_001.npy,17,10,1,Call,50
063_007_005.npy,63,7,5,Give,82
014_001_001.npy,14,1,1,Drawer,66
062_003_002.npy,62,3,2,Realize,47
026_009_001.npy,26,9,1,Country,84
004_002_002.npy,4,2,2,Yellow,93
046_005_005.npy,46,5,5,Candy,104
054_008_001.npy,54,8,1,To land,114
064_006_005.npy,64,6,5,Find,70
008_001_005.npy,8,1,5,Pink,67
013_005_002.npy,13,5,2,Away,104
040_002_003.npy,40,2,3,Patience,140
025_009_005.npy,25,9,5,Uruguay,89
021_010_005.npy,21,10,5,Milk,99
052_008_005.npy,52,8,5,Shut down,51
030_004_003.npy,30,4,3,Birthday,86
016_005_005.npy,16,5,5,Learn,68
004_003_004.npy,4,3,4,Yellow,45
022_002_003.npy,22,2,3,Water,57
048_007_002.npy,48,7,2,Spaghetti,106
036_003_004.npy,36,3,4,Music,92
010_007_001.npy,10,7,1,Enemy,42
024_009_002.npy,24,9,2,Argentina,41
039_004_005.npy,39,4,5,Name,37
062_010_002.npy,62,10,2,Realize,65
015_004_002.npy,15,4,2,Born,82
001_007_001.npy,1,7,1,Opaque,47
034_002_002.npy,34,2,2,Map,178
012_010_001.npy,12,10,1,Man,75
011_007_001.npy,11,7,1,Son,71
049_009_001.npy,49,9,1,Yogurt,68
045_001_005.npy,45,1,5,Barbecue,85
015_005_001.npy,15,5,1,Born,74
054_005_005.npy,54,5,5,To land,136
042_009_005.npy,42,9,5,Deaf,83
010_004_002.npy,10,4,2,Enemy,70
005_010_005.npy,5,10,5,Bright,94
048_004_005.npy,48,4,5,Spaghetti,118
037_009_002.npy,37,9,2,Ship,81
023_004_003.npy,23,4,3,Food,109
027_001_003.npy,27,1,3,Last name,56
063_008_005.npy,63,8,5,Give,98
008_003_003.npy,8,3,3,Pink,50
030_001_002.npy,30,1,2,Birthday,83
023_010_005.npy,23,10,5,Food,83
039_009_003.npy,39,9,3,Name,74
063_005_001.npy,63,5,1,Give,57
045_003_005.npy,45,3,5,Barbecue,122
064_003_003.npy,64,3,3,Find,64
041_004_005.npy,41,4,5,Perfume,68
028_005_003.npy,28,5,3,Where,75
005_001_005.npy,5,1,5,Bright,75
012_006_002.npy,12,6,2,Man,140
045_006_005.npy,45,6,5,Barbecue,143
046_006_001.npy,46,6,1,Candy,145
042_007_003.npy,42,7,3,Deaf,112
057_004_005.npy,57,4,5,Dance,82
050_009_004.npy,50,9,4,Accept,56
038_006_004.npy,38,6,4,None,71
038_003_004.npy,38,3,4,None,49
009_002_001.npy,9,2,1,Women,92
030_010_005.npy,30,10,5,Birthday,144
033_009_003.npy,33,9,3,Hungry,79
041_009_002.npy,41,9,2,Perfume,116
059_003_001.npy,59,3,1,Buy,41
034_006_004.npy,34,6,4,Map,134
035_001_003.npy,35,1,3,Coin,81
051_002_002.npy,51,2,2,Thanks,99
029_001_001.npy,29,1,1,Mock,53
021_009_002.npy,21,9,2,Milk,71
013_006_004.npy,13,6,4,Away,85
059_005_003.npy,59,5,3,Buy,51
010_001_004.npy,10,1,4,Enemy,52
043_003_004.npy,43,3,4,Trap,58
057_009_002.npy,57,9,2,Dance,54
040_004_004.npy,40,4,4,Patience,71
056_001_005.npy,56,1,5,Help,69
024_003_002.npy,24,3,2,Argentina,63
039_009_002.npy,39,9,2,Name,88
051_006_003.npy,51,6,3,Thanks,137
024_010_002.npy,24,10,2,Argentina,60
006_004_001.npy,6,4,1,Light-blue,129
021_006_004.npy,21,6,4,Milk,112
012_003_005.npy,12,3,5,Man,108
046_007_001.npy,46,7,1,Candy,89
022_010_002.npy,22,10,2,Water,71
010_009_001.npy,10,9,1,Enemy,64
011_009_002.npy,11,9,2,Son,34
060_005_004.npy,60,5,4,Copy,69
061_006_001.npy,61,6,1,Run,61
058_003_004.npy,58,3,4,Bathe,86
030_009_005.npy,30,9,5,Birthday,92
042_003_004.npy,42,3,4,Deaf,80
002_006_001.npy,2,6,1,Red,91
054_004_005.npy,54,4,5,To land,89
034_005_001.npy,34,5,1,Map,123
048_001_003.npy,48,1,3,Spaghetti,149
017_003_004.npy,17,3,4,Call,53
010_004_004.npy,10,4,4,Enemy,57
026_002_002.npy,26,2,2,Country,111
062_001_004.npy,62,1,4,Realize,82
025_004_003.npy,25,4,3,Uruguay,81
017_002_001.npy,17,2,1,Call,68
009_004_004.npy,9,4,4,Women,72
047_010_001.npy,47,10,1,Chewing-gum,82
060_001_004.npy,60,1,4,Copy,89
008_001_004.npy,8,1,4,Pink,50
044_008_004.npy,44,8,4,Rice,74
060_008_001.npy,60,8,1,Copy,78
008_010_002.npy,8,10,2,Pink,65
057_001_005.npy,57,1,5,Dance,65
030_008_003.npy,30,8,3,Birthday,114
005_008_001.npy,5,8,1,Bright,128
044_006_003.npy,44,6,3,Rice,116
064_005_003.npy,64,5,3,Find,98
015_002_004.npy,15,2,4,Born,68
037_009_005.npy,37,9,5,Ship,77
024_001_005.npy,24,1,5,Argentina,67
020_001_003.npy,20,1,3,Sweet milk,37
005_007_004.npy,5,7,4,Bright,49
034_002_003.npy,34,2,3,Map,146
044_006_004.npy,44,6,4,Rice,120
008_002_001.npy,8,2,1,Pink,85
019_002_004.npy,19,2,4,Bitter,46
046_008_001.npy,46,8,1,Candy,64
008_003_004.npy,8,3,4,Pink,72
054_002_001.npy,54,2,1,To land,112
036_010_004.npy,36,10,4,Music,87
050_006_001.npy,50,6,1,Accept,72
063_008_002.npy,63,8,2,Give,52
051_006_002.npy,51,6,2,Thanks,105
016_009_001.npy,16,9,1,Learn,74
017_005_001.npy,17,5,1,Call,47
019_009_004.npy,19,9,4,Bitter,49
061_006_002.npy,61,6,2,Run,79
057_007_001.npy,57,7,1,Dance,95
018_002_001.npy,18,2,1,Skimmer,105
037_008_003.npy,37,8,3,Ship,50
049_001_001.npy,49,1,1,Yogurt,139
012_005_002.npy,12,5,2,Man,102
064_010_004.npy,64,10,4,Find,82
046_003_003.npy,46,3,3,Candy,65
055_007_003.npy,55,7,3,Catch,55
057_010_005.npy,57,10,5,Dance,82
031_007_005.npy,31,7,5,Breakfast,105
018_003_002.npy,18,3,2,Skimmer,106
044_001_004.npy,44,1,4,Rice,103
042_007_005.npy,42,7,5,Deaf,110
043_008_003.npy,43,8,3,Trap,76
001_002_004.npy,1,2,4,Opaque,64
045_003_003.npy,45,3,3,Barbecue,110
034_005_003.npy,34,5,3,Map,137
054_002_002.npy,54,2,2,To land,125
019_009_001.npy,19,9,1,Bitter,43
049_003_005.npy,49,3,5,Yogurt,105
055_008_002.npy,55,8,2,Catch,44
038_007_001.npy,38,7,1,None,75
030_001_001.npy,30,1,1,Birthday,91
027_005_003.npy,27,5,3,Last name,73
004_001_001.npy,4,1,1,Yellow,53
022_005_005.npy,22,5,5,Water,80
020_005_004.npy,20,5,4,Sweet milk,70
035_007_003.npy,35,7,3,Coin,107
038_003_002.npy,38,3,2,None,84
061_001_003.npy,61,1,3,Run,140
043_007_005.npy,43,7,5,Trap,78
014_006_003.npy,14,6,3,Drawer,53
004_001_002.npy,4,1,2,Yellow,39
030_009_002.npy,30,9,2,Birthday,86
034_003_004.npy,34,3,4,Map,167
042_008_002.npy,42,8,2,Deaf,113
055_007_005.npy,55,7,5,Catch,50
019_005_005.npy,19,5,5,Bitter,68
048_002_003.npy,48,2,3,Spaghetti,113
053_001_001.npy,53,1,1,Appear,67
026_006_005.npy,26,6,5,Country,145
011_007_003.npy,11,7,3,Son,66
059_004_002.npy,59,4,2,Buy,79
064_005_002.npy,64,5,2,Find,63
028_003_003.npy,28,3,3,Where,96
016_009_002.npy,16,9,2,Learn,79
024_003_003.npy,24,3,3,Argentina,65
034_009_004.npy,34,9,4,Map,146
029_007_003.npy,29,7,3,Mock,112
007_003_005.npy,7,3,5,Colors,70
038_001_003.npy,38,1,3,None,75
005_007_003.npy,5,7,3,Bright,50
036_005_002.npy,36,5,2,Music,58
051_001_002.npy,51,1,2,Thanks,66
017_005_005.npy,17,5,5,Call,46
014_003_004.npy,14,3,4,Drawer,66
026_009_005.npy,26,9,5,Country,58
002_005_003.npy,2,5,3,Red,73
016_005_004.npy,16,5,4,Learn,103
014_001_005.npy,14,1,5,Drawer,68
023_008_005.npy,23,8,5,Food,83
017_004_001.npy,17,4,1,Call,70
009_002_005.npy,9,2,5,Women,88
003_004_003.npy,3,4,3,Green,81
025_007_004.npy,25,7,4,Uruguay,77
056_010_001.npy,56,10,1,Help,67
043_004_005.npy,43,4,5,Trap,69
056_007_003.npy,56,7,3,Help,81
034_001_001.npy,34,1,1,Map,160
060_001_005.npy,60,1,5,Copy,107
059_003_004.npy,59,3,4,Buy,92
045_007_005.npy,45,7,5,Barbecue,113
024_008_005.npy,24,8,5,Argentina,58
009_008_004.npy,9,8,4,Women,80
021_006_005.npy,21,6,5,Milk,82
021_007_005.npy,21,7,5,Milk,106
063_006_004.npy,63,6,4,Give,75
033_010_002.npy,33,10,2,Hungry,114
050_005_003.npy,50,5,3,Accept,74
022_003_003.npy,22,3,3,Water,76
028_005_004.npy,28,5,4,Where,71
012_003_002.npy,12,3,2,Man,80
002_002_002.npy,2,2,2,Red,75
032_010_002.npy,32,10,2,Photo,102
060_004_001.npy,60,4,1,Copy,73
046_004_004.npy,46,4,4,Candy,61
020_004_004.npy,20,4,4,Sweet milk,56
009_009_002.npy,9,9,2,Women,66
047_003_004.npy,47,3,4,Chewing-gum,77
060_004_004.npy,60,4,4,Copy,106
004_008_003.npy,4,8,3,Yellow,44
018_005_003.npy,18,5,3,Skimmer,73
023_008_004.npy,23,8,4,Food,86
016_005_001.npy,16,5,1,Learn,91
030_005_002.npy,30,5,2,Birthday,89
034_003_003.npy,34,3,3,Map,175
030_007_003.npy,30,7,3,Birthday,111
024_004_004.npy,24,4,4,Argentina,72
003_009_002.npy,3,9,2,Green,70
041_006_002.npy,41,6,2,Perfume,128
036_007_005.npy,36,7,5,Music,88
011_009_004.npy,11,9,4,Son,47
011_006_001.npy,11,6,1,Son,73
004_008_002.npy,4,8,2,Yellow,42
012_005_003.npy,12,5,3,Man,138
029_001_005.npy,29,1,5,Mock,54
042_007_004.npy,42,7,4,Deaf,109
014_001_004.npy,14,1,4,Drawer,67
050_003_003.npy,50,3,3,Accept,55
040_007_005.npy,40,7,5,Patience,125
048_004_002.npy,48,4,2,Spaghetti,101
030_006_003.npy,30,6,3,Birthday,159
064_008_004.npy,64,8,4,Find,77
051_007_003.npy,51,7,3,Thanks,112
038_008_005.npy,38,8,5,None,48
054_003_001.npy,54,3,1,To land,97
058_008_003.npy,58,8,3,Bathe,75
017_004_002.npy,17,4,2,Call,67
048_005_005.npy,48,5,5,Spaghetti,172
064_010_001.npy,64,10,1,Find,112
033_005_005.npy,33,5,5,Hungry,82
020_008_004.npy,20,8,4,Sweet milk,51
063_003_005.npy,63,3,5,Give,62
062_006_001.npy,62,6,1,Realize,75
030_007_002.npy,30,7,2,Birthday,114
042_002_005.npy,42,2,5,Deaf,140
035_006_001.npy,35,6,1,Coin,77
018_005_005.npy,18,5,5,Skimmer,76
013_009_005.npy,13,9,5,Away,75
027_004_003.npy,27,4,3,Last name,76
034_003_002.npy,34,3,2,Map,178
022_009_002.npy,22,9,2,Water,80
044_008_005.npy,44,8,5,Rice,77
032_009_004.npy,32,9,4,Photo,78
049_002_002.npy,49,2,2,Yogurt,113
064_009_002.npy,64,9,2,Find,67
029_001_002.npy,29,1,2,Mock,60
015_002_005.npy,15,2,5,Born,42
003_010_001.npy,3,10,1,Green,75
053_007_003.npy,53,7,3,Appear,48
023_005_005.npy,23,5,5,Food,66
015_006_001.npy,15,6,1,Born,37
053_002_005.npy,53,2,5,Appear,78
015_002_002.npy,15,2,2,Born,106
058_003_001.npy,58,3,1,Bathe,91
045_005_004.npy,45,5,4,Barbecue,94
009_006_002.npy,9,6,2,Women,80
004_009_004.npy,4,9,4,Yellow,45
014_007_002.npy,14,7,2,Drawer,51
006_004_005.npy,6,4,5,Light-blue,124
024_008_004.npy,24,8,4,Argentina,40
042_009_004.npy,42,9,4,Deaf,94
064_001_005.npy,64,1,5,Find,73
027_003_005.npy,27,3,5,Last name,79
030_004_004.npy,30,4,4,Birthday,96
018_007_003.npy,18,7,3,Skimmer,110
035_002_001.npy,35,2,1,Coin,113
036_003_001.npy,36,3,1,Music,83
063_005_005.npy,63,5,5,Give,47
058_007_003.npy,58,7,3,Bathe,107
064_003_004.npy,64,3,4,Find,54
017_002_002.npy,17,2,2,Call,54
023_006_003.npy,23,6,3,Food,80
032_004_005.npy,32,4,5,Photo,89
003_001_002.npy,3,1,2,Green,62
057_006_004.npy,57,6,4,Dance,73
043_007_002.npy,43,7,2,Trap,68
023_006_001.npy,23,6,1,Food,78
014_009_001.npy,14,9,1,Drawer,77
039_007_001.npy,39,7,1,Name,81
004_001_003.npy,4,1,3,Yellow,46
040_002_005.npy,40,2,5,Patience,103
031_009_003.npy,31,9,3,Breakfast,98
028_004_001.npy,28,4,1,Where,79
009_001_003.npy,9,1,3,Women,72
043_006_001.npy,43,6,1,Trap,73
043_002_003.npy,43,2,3,Trap,62
042_010_005.npy,42,10,5,Deaf,115
010_010_003.npy,10,10,3,Enemy,58
056_001_003.npy,56,1,3,Help,57
055_003_004.npy,55,3,4,Catch,44
055_003_002.npy,55,3,2,Catch,78
037_001_002.npy,37,1,2,Ship,142
055_010_005.npy,55,10,5,Catch,59
013_005_003.npy,13,5,3,Away,140
064_006_002.npy,64,6,2,Find,86
038_008_004.npy,38,8,4,None,64
016_009_004.npy,16,9,4,Learn,78
032_010_004.npy,32,10,4,Photo,111
044_008_001.npy,44,8,1,Rice,69
022_004_003.npy,22,4,3,Water,81
001_008_005.npy,1,8,5,Opaque,76
010_008_003.npy,10,8,3,Enemy,54
026_008_005.npy,26,8,5,Country,74
012_006_005.npy,12,6,5,Man,141
019_009_005.npy,19,9,5,Bitter,44
021_006_001.npy,21,6,1,Milk,75
016_001_004.npy,16,1,4,Learn,71
029_008_005.npy,29,8,5,Mock,73
008_009_002.npy,8,9,2,Pink,32
040_009_002.npy,40,9,2,Patience,82
055_009_001.npy,55,9,1,Catch,51
006_008_002.npy,6,8,2,Light-blue,135
047_004_005.npy,47,4,5,Chewing-gum,82
045_004_002.npy,45,4,2,Barbecue,105
047_008_003.npy,47,8,3,Chewing-gum,78
064_001_001.npy,64,1,1,Find,64
016_006_003.npy,16,6,3,Learn,88
009_007_004.npy,9,7,4,Women,69
038_001_004.npy,38,1,4,None,70
055_010_003.npy,55,10,3,Catch,32
039_004_001.npy,39,4,1,Name,70
056_009_003.npy,56,9,3,Help,64
056_003_001.npy,56,3,1,Help,78
013_007_003.npy,13,7,3,Away,54
046_008_002.npy,46,8,2,Candy,76
003_010_004.npy,3,10,4,Green,77
054_006_003.npy,54,6,3,To land,135
049_004_002.npy,49,4,2,Yogurt,122
001_005_005.npy,1,5,5,Opaque,48
026_004_001.npy,26,4,1,Country,66
010_005_005.npy,10,5,5,Enemy,86
060_003_005.npy,60,3,5,Copy,98
022_008_002.npy,22,8,2,Water,77
058_010_005.npy,58,10,5,Bathe,101
037_001_005.npy,37,1,5,Ship,144
005_007_002.npy,5,7,2,Bright,46
054_003_002.npy,54,3,2,To land,125
017_002_005.npy,17,2,5,Call,54
053_003_004.npy,53,3,4,Appear,85
051_008_002.npy,51,8,2,Thanks,82
035_005_003.npy,35,5,3,Coin,91
058_004_003.npy,58,4,3,Bathe,104
043_007_003.npy,43,7,3,Trap,52
022_004_002.npy,22,4,2,Water,74
052_009_002.npy,52,9,2,Shut down,64
053_007_004.npy,53,7,4,Appear,83
003_005_001.npy,3,5,1,Green,71
016_002_003.npy,16,2,3,Learn,72
004_004_001.npy,4,4,1,Yellow,50
017_008_004.npy,17,8,4,Call,62
024_001_003.npy,24,1,3,Argentina,64
007_002_001.npy,7,2,1,Colors,61
047_003_005.npy,47,3,5,Chewing-gum,103
021_007_002.npy,21,7,2,Milk,81
035_004_005.npy,35,4,5,Coin,100
021_001_001.npy,21,1,1,Milk,96
047_005_003.npy,47,5,3,Chewing-gum,93
005_010_001.npy,5,10,1,Bright,107
049_006_004.npy,49,6,4,Yogurt,123
033_003_004.npy,33,3,4,Hungry,89
050_006_003.npy,50,6,3,Accept,99
011_002_002.npy,11,2,2,Son,72
002_008_004.npy,2,8,4,Red,114
014_003_005.npy,14,3,5,Drawer,73
045_005_003.npy,45,5,3,Barbecue,129
009_008_001.npy,9,8,1,Women,77
011_004_004.npy,11,4,4,Son,80
046_004_005.npy,46,4,5,Candy,55
054_007_003.npy,54,7,3,To land,86
017_001_003.npy,17,1,3,Call,69
060_003_001.npy,60,3,1,Copy,102
020_003_001.npy,20,3,1,Sweet milk,66
049_006_001.npy,49,6,1,Yogurt,141
036_005_004.npy,36,5,4,Music,81
061_005_001.npy,61,5,1,Run,104
044_002_001.npy,44,2,1,Rice,88
010_009_005.npy,10,9,5,Enemy,38
017_008_001.npy,17,8,1,Call,69
047_010_003.npy,47,10,3,Chewing-gum,96
060_002_005.npy,60,2,5,Copy,113
023_006_004.npy,23,6,4,Food,55
